PID,group,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,score,is_multiple
181/2323,2,0.10999999999999883,0.01024509018737985,0.8450181708055723,0.14890003685597294,0.278540824462231,False
k/IrwinKing,2,0.12999999999999948,0.012236943343402877,0.8322583050594683,0.1392405575127353,0.2784339514789015,False
74/1079,2,0.12799999999999845,0.022456360338111336,0.8428803383302497,0.12026341111858467,0.27840002744673603,False
l/XueLiu,2,0.1479999999999991,0.01669512741647002,0.8120929894131771,0.13651898881344643,0.27832677641077314,False
t/KianLeeTan,2,0.15399999999999836,0.01768588695706204,0.8231129466425754,0.11835968198912276,0.27828962889718967,False
05/6715,2,0.09999999999999944,0.00920972051581184,0.8255177514792899,0.1778321737052477,0.2781399114250872,False
146/1605,2,0.1079999999999997,0.004928219220052241,0.8331591519856675,0.16638049001918434,0.2781169653062259,False
43/5685-1,2,0.13599999999999873,0.011196053007066182,0.8325687217932938,0.13212776221021863,0.27797313425264436,False
96/3060,2,0.10599999999999869,0.010104240791736267,0.841387108933283,0.15391339835902024,0.2778511870210095,False
53/520,2,0.12399999999999833,0.006937317670695547,0.8255177514792899,0.15353702779933295,0.27749802423732917,False
59/3754-3,2,0.12799999999999845,0.017977565323912884,0.852537906275064,0.11130892252930845,0.2774560985320709,False
62/3650,2,0.09599999999999931,0.0051835679110410135,0.8387945287840073,0.16959258248803177,0.2773926697957698,False
77/1751,2,0.10199999999999856,0.012285889490049521,0.842562186237874,0.15249193187724155,0.2773350019012909,False
52/6482,2,0.13599999999999873,0.042795932226039356,0.8409433393610608,0.08937705653410669,0.27727908203030144,False
73/860,2,0.11399999999999895,0.01617174478000375,0.8255482821110248,0.15290081418799567,0.2771552102697558,False
21/7664,2,0.13599999999999873,0.014883985532367562,0.8296907523044901,0.12733843338926493,0.2769782928065303,False
55/5812,2,0.11999999999999822,0.0038941412556548986,0.8201491714737112,0.16328453510518004,0.27683196195863613,False
64/146,2,0.12799999999999845,0.011361984804612242,0.8291052260149314,0.13863819385884935,0.27677635116959787,False
07/1830,2,0.1319999999999986,0.01460362632617334,0.8283667940772627,0.13172651766442164,0.27667423451696405,False
79/5433,2,0.1379999999999997,0.005878328767006999,0.7878167572527704,0.17499993330743163,0.2766737548318022,False
j/XiaohuaJia,2,0.1339999999999996,0.01769534135242527,0.8305242400565539,0.12446571813834646,0.27667132488683127,False
37/4705,2,0.12599999999999933,0.008907617614140146,0.8270470544646165,0.1446528284493558,0.27665187513202794,False
25/3972-1,2,0.12599999999999933,0.009570376125597985,0.8226276027271053,0.1480937095463163,0.2765729220997547,False
51/494,2,0.09199999999999918,0.0025214691207232237,0.8353729276598931,0.17599954822276542,0.2764734862508452,False
48/195-2,2,0.11399999999999895,0.011551960738305734,0.8346857121489736,0.1446914752024228,0.27623228702242525,False
73/237,2,0.1079999999999997,0.008612549757742265,0.8303388758695085,0.1579038892356063,0.2762138287157142,False
03/5274,2,0.11399999999999895,0.015728124467180454,0.8365939584738775,0.1383871382411577,0.2761773052955537,False
b/ElisaBertino,2,0.14399999999999896,0.037483836908864074,0.8277524381651649,0.09504323056302531,0.27606987640926334,False
81/5765,2,0.12599999999999933,0.00427046386810342,0.811325555192091,0.1620765898289319,0.2759181522222814,False
60/1529-1,2,0.13999999999999885,0.004052263081223499,0.7791545952738315,0.17982323408902057,0.2757575231110186,False
16/7565,2,0.09799999999999844,0.055680365202004055,0.8541363740720899,0.09501151210251839,0.2757070628441527,False
84/33,2,0.11199999999999982,0.01624719515470957,0.8375042209132181,0.13694089291294204,0.2756730772452174,False
23/108-1,2,0.1379999999999997,0.019127980234024813,0.8258842681663461,0.1193812989108854,0.275598386827814,False
42/5120,2,0.09399999999999832,0.009485851363666135,0.8349667090596246,0.16312454709404342,0.2753942768793331,False
13/9079-1,2,0.1479999999999991,0.008037491410410014,0.8113550450712417,0.1340907231445876,0.27537081490655957,False
55/1832,2,0.10399999999999958,0.00562414750058813,0.8338127077808075,0.15801814213154128,0.2753637493532341,False
10/4950,2,0.10399999999999958,0.011994493489933106,0.8350291785126441,0.14988213636243775,0.2752264520912536,False
33/3099-2,2,0.1219999999999992,0.003715987630414022,0.8108540085001271,0.16406701252671613,0.27515925216431414,False
97/6483,2,0.10599999999999869,0.013574709275139603,0.8313903683563635,0.1494762986063726,0.2751103440594686,False
93/5439,2,0.1079999999999997,0.008303150761392285,0.8298449756496525,0.1536605277755375,0.2749521635466455,False
01/1318,2,0.08599999999999992,0.0046291782452441135,0.8422760546373858,0.16621834381101933,0.2747808941734123,False
82/1512,2,0.1079999999999997,0.011994124404522874,0.8275376288277602,0.15149592525581776,0.2747569196220251,False
32/197,2,0.11399999999999895,0.0035410365946505476,0.8148202226683701,0.16626521517386553,0.2746566186092213,False
06/3456-1,2,0.10399999999999958,0.008642491629213501,0.8418948480048275,0.14401578245117613,0.2746382805213042,False
56/432,2,0.16399999999999962,0.03890372207318923,0.8250600628349659,0.07057809324890799,0.27463546953926565,False
66/5479,2,0.1079999999999997,0.00629409131757416,0.8254261731316793,0.1577824186844566,0.27437567078342745,False
12/4846,2,0.09599999999999931,0.007089465962375182,0.8370017623457947,0.1570017388412808,0.2742732417873625,False
91/6236,2,0.11799999999999908,0.008728129793590606,0.8255177514792899,0.14471079632870498,0.27423916940039617,False
122/2673,2,0.11999999999999822,0.015418632585327574,0.8389521554478144,0.12256355724981922,0.27423358632073985,False
49/4096,2,0.14399999999999896,0.02496586649696102,0.8296290790158328,0.09826612834180709,0.27421526846364996,False
120/7554,2,0.09399999999999832,0.002912109555862458,0.8236292524536936,0.1762289368006664,0.2741925747025552,False
37/5269,2,0.1219999999999992,0.005704813337330474,0.8178054588752518,0.15078971610905156,0.2740749970804083,False
62/1302,2,0.10599999999999869,0.007847429619190804,0.8374727995798005,0.14458491065506796,0.27397628496351445,False
24/6837,2,0.09999999999999944,0.00542512411112642,0.8294441141498216,0.16100979064518978,0.27396975722653427,False
38/7733,2,0.14599999999999996,0.010294130262461445,0.79869758122227,0.14043879679316715,0.27385762706947464,False
32/2837,2,0.12999999999999948,0.012982648764812227,0.8297524347632145,0.12239150769399626,0.2737816478055056,False
86/5857,2,0.12599999999999933,0.008718588816416984,0.8125364006988934,0.14562141083388208,0.27321910008729794,False
76/5789,2,0.11399999999999895,0.010686177302998276,0.8215679057784321,0.1454742843599482,0.2729320918603444,False
15/2288,2,0.08599999999999992,0.013308029587549458,0.8415139862776145,0.15085645526027885,0.2729196177813607,False
48/2807,2,0.11799999999999908,0.012250089747331142,0.8283053174514824,0.13219338856620752,0.27268719894125504,False
r/RameshRaskar,2,0.16599999999999876,0.02557534191254249,0.7990406643757157,0.10000293567929108,0.272654735491887,False
03/6772,2,0.16999999999999887,0.045388091962911235,0.8127434917167303,0.06242793861987814,0.27263988057487965,False
99/3602,2,0.10999999999999883,0.006293067445398512,0.8220217271220771,0.15197202546851277,0.2725717050089968,False
98/2691,2,0.10599999999999869,0.011335925006542062,0.8206315944266754,0.15222930188123465,0.2725492053286127,False
46/3479,2,0.11599999999999995,0.01203870278219781,0.830400654737547,0.1316247679873175,0.27251603137676556,False
z/LinZhu,2,0.09399999999999832,0.006835772106249392,0.8423396226415094,0.14541835643421547,0.27214843779549314,False
46/140,2,0.1339999999999996,0.0030893888021286454,0.782953349701859,0.168487136947439,0.2721324688628566,False
16/6654,2,0.12399999999999833,0.007682023410564876,0.8251820635096669,0.13133564752695812,0.2720499336117971,False
62/6547,2,0.11799999999999908,0.024415323521784632,0.8435492404202253,0.10212171412289837,0.2720215695162268,False
76/6429,2,0.09799999999999844,0.010948409518440592,0.8263734636457871,0.152735533767391,0.2720143517329043,False
26/6190,2,0.11199999999999982,0.021360333819550062,0.8177155835592351,0.13696217473451935,0.2720095230283261,False
39/844,2,0.10999999999999883,0.008204099763781534,0.8249076127124906,0.1442495211472667,0.2718403084058844,False
l/AlexXLiu,2,0.1219999999999992,0.009593873633218465,0.823690036900369,0.13200909019395424,0.27182325018188525,False
27/7402-1,2,0.1379999999999997,0.010066525446673013,0.806780396125488,0.13221365400266794,0.2717651438937072,False
36/3235,2,0.10199999999999856,0.010563339381545293,0.8237508303195807,0.15068482775931055,0.27174974936510876,False
89/5503,2,0.09199999999999918,0.018100855971014556,0.8310808295171078,0.14579760567235545,0.27174482279011924,False
00/3188,2,0.15199999999999922,0.00829632709103468,0.7938969306825053,0.13252330774752863,0.27167914138026694,False
h/XiaofeiHe,2,0.10399999999999958,0.005991343068446432,0.8189756383915469,0.1574374218620834,0.2716011008305191,False
71/2308,2,0.10199999999999856,0.008002684248204345,0.8382590408952647,0.1380342411863041,0.27157399158244294,False
66/5686,2,0.09999999999999944,0.009131523243619306,0.8237508303195807,0.15327836363527966,0.27154017929961977,False
l/MingluLi,2,0.11999999999999822,0.0063433123837437246,0.8165788703541118,0.14311262400211455,0.2715087016849921,False
94/3756,2,0.09399999999999832,0.03965718419852179,0.8593316907914998,0.09286719222246406,0.271464016803121,False
70/3604-1,2,0.11399999999999895,0.0037053295497672654,0.8103830096206208,0.15767466147682166,0.2714407501618022,False
89/6013,2,0.12599999999999933,0.006519824380202512,0.8177155835592351,0.13447035447064584,0.2711764406025207,False
27/116,2,0.10399999999999958,0.007762533044929343,0.8272922689200208,0.1455530147079293,0.27115195416821974,False
13/5407,2,0.10999999999999883,0.020514358636989815,0.8263734636457871,0.12748193345101186,0.2710924389334469,False
97/3742,2,0.1339999999999996,0.018791731896726362,0.8222639702361219,0.10903110258033562,0.2710217011782959,False
05/490,2,0.10199999999999856,0.007573368471481364,0.8312355701199077,0.1430252458273151,0.2709585461046757,False
16/1161,2,0.10599999999999869,0.00863735722241412,0.830307989882458,0.1385128270943037,0.2708645435497936,False
39/6825,2,0.09999999999999944,0.0077808810713554345,0.8275683090497906,0.147899692793771,0.2708122207287291,False
95/6812,2,0.12399999999999833,0.05666209085940713,0.8369076184763049,0.06554594551917349,0.270778913713721,False
11/1735,2,0.11399999999999895,0.005270699226653405,0.8211447910535609,0.14260635015151407,0.27075546010793183,False
95/5329,2,0.1219999999999992,0.005054027876729185,0.8163101115377581,0.1394875001374118,0.2707129098879746,False
l/JuanZiLi,2,0.10399999999999958,0.006121636636021632,0.8266488908639781,0.14550660179534725,0.27056928232383665,False
96/6129,2,0.09799999999999844,0.012614427265257489,0.828520525573454,0.14237318398681048,0.2703770342063801,False
l/ChiaWenLin,2,0.11799999999999908,0.010957507049533242,0.8246028814185445,0.1277519491815502,0.27032808441240674,False
62/1822,2,0.12999999999999948,0.0017087466548373165,0.7700693414289165,0.1793791308161713,0.27028930472498114,False
13/1151,2,0.09399999999999832,0.008753242108914434,0.8327550830069018,0.14532694835090174,0.2702088183666791,False
38/5435,2,0.09199999999999918,0.004568582743773654,0.8286127918630981,0.1554173683078212,0.27014968572867304,False
11/4973-1,2,0.1319999999999986,0.00233531855307751,0.7754733368073649,0.17064902498108972,0.27011442008538267,False
25/4120,2,0.10399999999999958,0.011150955171379767,0.8290436397400187,0.13622462242626973,0.2701048043344169,False
62/66,2,0.09199999999999918,0.010123379224210317,0.8195168514575226,0.15805621695606353,0.2699241119094489,False
83/8389,2,0.10399999999999958,0.026509645365568053,0.8216888758006332,0.12745522140315577,0.26991343564233916,False
17/6484,2,0.11999999999999822,0.040090110271017984,0.8441234306458933,0.07511015613580459,0.2698309242631785,False
140/7598,2,0.10399999999999958,0.010806189901605819,0.8375356446045326,0.1266747424096337,0.2697541442289429,False
44/6292,2,0.09399999999999832,0.0072942566176677215,0.8326618919725456,0.14497853451021173,0.26973367077510585,False
79/627,2,0.13599999999999873,0.016337131547556533,0.8249990760246886,0.10154015593721868,0.2697190908773656,False
92/3672,2,0.09799999999999844,0.013668369612127798,0.8262816953544326,0.14088436683088934,0.269708607949362,False
33/4054,2,0.10199999999999856,0.007636142023059659,0.8399939790772937,0.12881120883011868,0.2696103324826177,False
n/KingNgiNgan,2,0.11799999999999908,0.013112348726629154,0.8252125693160813,0.12198997067180946,0.26957872217862977,False
55/2484-1,2,0.1219999999999992,0.009485464957744685,0.8188855057045379,0.1278331387786985,0.26955102736024505,False
55/10400,2,0.08599999999999992,0.005068987988326155,0.8232343721187535,0.16311033138864017,0.26935342287392994,False
x/HuiXiong,2,0.1319999999999986,0.0118909065642576,0.8256398875573311,0.10738157111255935,0.26922809130853664,False
03/1376,2,0.11199999999999982,0.021165861785429722,0.8386999812136015,0.1048749927465746,0.2691852089364014,False
92/235,2,0.09199999999999918,0.009992676826466217,0.8459789282195105,0.12830267674404036,0.26906857044750404,False
123/9849,2,0.08799999999999907,0.0021121620355650855,0.8240245117944555,0.16151584277606904,0.26891312915152216,False
89/5820,2,0.1219999999999992,0.0036765430717049345,0.8005594806871571,0.14914882994445203,0.2688462134258283,False
26/3646,2,0.12399999999999833,0.024371811136462692,0.8392044813714802,0.08776087180567195,0.2688342910784033,False
02/2683,2,0.1219999999999992,0.008296598175349687,0.8264040576061605,0.11844035360792204,0.26878525234735784,False
135/8082,2,0.1339999999999996,0.002535976708762705,0.7699365342163355,0.16815851936739754,0.2686577575731238,False
20/612,2,0.09199999999999918,0.004073416004983683,0.8255482821110248,0.15275565916577366,0.26859433932044535,False
12/1053-1,2,0.09799999999999844,0.006762087421837848,0.8379129129129128,0.131008052234564,0.26842076314232827,False
40/3858,2,0.10199999999999856,0.016607233174893044,0.8316071827732657,0.12324824013002986,0.2683656640195468,False
88/3562,2,0.12399999999999833,0.018190694786089093,0.8245419621749408,0.10652224864111288,0.26831372640053525,False
00/8334,2,0.10399999999999958,0.005475046827562475,0.8325376697001343,0.1309029414005207,0.26822891448205427,False
90/3406,2,0.1079999999999997,0.011648537012465012,0.819878057738926,0.13334883647699297,0.2682188578070959,False
n/LionelMNi,2,0.12999999999999948,0.010693164153001969,0.8237508303195807,0.10840272002567596,0.2682116786245645,False
10/2381,2,0.09599999999999931,0.00810314376550863,0.8287358455541117,0.13876697071601704,0.26790149000890917,False
46/2273,2,0.08799999999999907,0.0019477508343674324,0.8218098814520285,0.15960965428478005,0.26784182164279374,False
t/ChewLimTan,2,0.14599999999999996,0.0317303290041853,0.8118567012184034,0.08168670061650658,0.2678184327097738,False
11/1952,2,0.1079999999999997,0.005685637187117851,0.8137212015164771,0.1437369219201128,0.2677859401559269,False
77/1274,2,0.09199999999999918,0.005017743785887461,0.8348105763117543,0.13919084582679475,0.2677547914811089,False
99/6737,2,0.09399999999999832,0.015398253713003615,0.823690036900369,0.13727673696532125,0.26759125689467306,False
174/9863,2,0.1319999999999986,0.01127664438011699,0.8328482949033653,0.09362795251483041,0.2674382229495778,False
11/1266,2,0.08799999999999907,0.00614487508502118,0.8183151257423565,0.1569136332668389,0.2673434085235539,False
c/AdrianDavidCheok,2,0.1599999999999995,0.12233378664769234,0.7658946646079946,0.02089819985945676,0.26728166277878584,False
50/5754-2,2,0.10399999999999958,0.006553862343118768,0.8152368430663598,0.14324080971990755,0.2672578787823464,False
13/5830-1,2,0.11799999999999908,0.0037842557053709507,0.8209333970799162,0.1260807822720461,0.2671996087643331,False
99/4694-1,2,0.09999999999999944,0.007891477517841042,0.8184051329055911,0.14230289945733549,0.26714987747019175,False
95/6229,2,0.08999999999999819,0.006640497864220155,0.8305551421342461,0.14123736053296226,0.26710825013285666,False
61/3976,2,0.09999999999999944,0.017083190402632623,0.8405000376534378,0.11069542738641751,0.26706966386062186,False
86/489,2,0.08999999999999819,0.016900144111160594,0.8257620597810003,0.1345853370486869,0.2668118852352115,False
34/117,2,0.09199999999999918,0.025938107836827987,0.841450542822678,0.10764680282090831,0.26675886337010335,False
20/2165,2,0.09999999999999944,0.019209994338194234,0.838353489070833,0.1093977631760953,0.2667403116462805,False
45/1224,2,0.15799999999999847,0.020918700612023725,0.7960770328102711,0.09181231771871345,0.2667020127852517,False
43/5957,2,0.1599999999999995,0.033604690370489625,0.8243592584385849,0.04843637786111599,0.26660008166754756,False
j/ChristianSJensen,2,0.15199999999999922,0.012952121920080809,0.8091199072060316,0.09217632233786376,0.26656208786599384,False
74/3608-2,2,0.11799999999999908,0.0043283378161966726,0.8141663931137615,0.12969281137920252,0.26654688557728995,False
47/6668,2,0.1219999999999992,0.0214835781707514,0.8295365862722508,0.09278261475918352,0.26645069480054623,False
32/7018,2,0.07999999999999881,0.011683030632711124,0.832910447761194,0.14108228665338643,0.26641894126182264,False
97/3358,2,0.09599999999999931,0.004893515163348758,0.8272002964609969,0.1366269702531618,0.2661801954693767,False
54/4934,2,0.12399999999999833,0.03168532762496277,0.8135432611706391,0.09548469126744269,0.26617832001576075,False
23/2089,2,0.09199999999999918,0.004285326538332251,0.8224154446982538,0.14406424973485052,0.2656912552428589,False
j/TaoJiang-2,2,0.11599999999999995,0.011598395205945576,0.8188855057045379,0.11618963653529264,0.265668384361444,False
89/6793-1,2,0.14999999999999822,0.031296056891928305,0.8119748281255684,0.06896590725584686,0.26555919806833544,False
83/2535,2,0.14599999999999996,0.007352051721523018,0.7907190931633016,0.11793874589105519,0.2655024726939699,False
69/2369,2,0.11399999999999895,0.007607161900485793,0.8243897034383425,0.11594843201572447,0.26548632433863795,False
45/503,2,0.10399999999999958,0.014837149356600616,0.8283975358123654,0.11465134005827353,0.26547150630680977,False
19/3230,2,0.11799999999999908,0.004830271669536339,0.8124181103508515,0.1261240736813094,0.2653431139254241,False
93/3167,2,0.08999999999999819,0.008146307058709416,0.8285512787201664,0.1344470994657128,0.26528617131114673,False
23/1797,2,0.09599999999999931,0.0037939314472905995,0.8185551888522185,0.14226792355194037,0.26515426096286215,False
91/6236-1,2,0.14199999999999985,0.007685847093732917,0.7876499647141848,0.12316846503206895,0.26512606920999665,False
26/3470,2,0.11599999999999995,0.012599918007143345,0.8190657909221004,0.11254986370829442,0.26505389315938455,False
98/3034,2,0.1339999999999996,0.03187772325548224,0.823568476977568,0.06984409918732906,0.2648225748550947,False
55/2162,2,0.09999999999999944,0.00821760915413012,0.8133357624339589,0.1377148005150517,0.264817043025785,False
51/769,2,0.10399999999999958,0.005419968876334763,0.8159818686942537,0.13370677457174313,0.2647771530355828,False
s/QuanZSheng,2,0.11999999999999822,0.011685235956947046,0.8265264561039731,0.10008203308284405,0.26457343128594063,False
97/1199,2,0.10399999999999958,0.009082667484178115,0.819878057738926,0.12526955844316703,0.2645575709165677,False
21/1136,2,0.14399999999999896,0.059927885839801284,0.7912796880538816,0.06269378416770721,0.2644753395153473,False
51/6972,2,0.11199999999999982,0.020032450158206032,0.8322583050594683,0.09296166867163377,0.264313105972327,False
32/6230,2,0.09799999999999844,0.02175680641455427,0.8379758240108117,0.09927906453621062,0.2642529237403938,False
16/1278,2,0.09599999999999931,0.004075901394564446,0.816280260367147,0.14057170215228895,0.2642319659784999,False
51/4015,2,0.08599999999999992,0.007585273791118752,0.8225669749788113,0.14025936540124004,0.2641029035427925,False
32/5536,2,0.08999999999999819,0.011325046853521535,0.8270776983215383,0.12797975549567125,0.2640956251676823,False
56/6585,2,0.09399999999999832,0.02790788850005323,0.8199382897443431,0.11290456999587467,0.26368768706006734,False
74/6493,2,0.09199999999999918,0.013397302510808616,0.8263428719505422,0.12274959853373354,0.2636224432487709,False
08/6845,2,0.1219999999999992,0.011325406391711692,0.8018535814354479,0.11868991185560326,0.2634672249206905,False
56/276,2,0.08799999999999907,0.024199276062268016,0.8267407407407409,0.11427112821709162,0.2633027862550249,False
01/5858,2,0.08799999999999907,0.0023930178915948833,0.8163996781508303,0.1455907713490008,0.26309586684785624,False
96/2615,2,0.09599999999999931,0.008169462262062986,0.8212656364974246,0.12693962598025404,0.2630936811849352,False
80/3438,2,0.09599999999999931,0.005103694849164064,0.8248161696781584,0.12632761864586045,0.26306187079329557,False
31/1970,2,0.07599999999999868,0.0028767117362960854,0.8233254647388609,0.14959341060646428,0.262948896770405,False
86/541-3,2,0.09199999999999918,0.0035316630034676754,0.826710121847339,0.12949251642762585,0.2629335753196079,False
35/2899,2,0.08799999999999907,0.0038780803664810026,0.8197877263212018,0.13996936659250733,0.2629087933200473,False
74/1890-1,2,0.10399999999999958,0.018535356277261078,0.8228095396070625,0.10621889957443492,0.2628909488646895,False
150/6667,2,0.10199999999999856,0.004362660336226604,0.8253346151001996,0.11981822485858196,0.2628788750737517,False
29/4867-20,2,0.12399999999999833,0.016664482754046625,0.8272002964609969,0.08341403099201768,0.2628197025517649,False
23/108,2,0.11399999999999895,0.014827130451130667,0.8192762240328855,0.10309887740857253,0.2628005579731469,False
50/505,2,0.08599999999999992,0.007130323764327399,0.8223851453413404,0.1354748219602491,0.2627475727664792,False
42/8374,2,0.11599999999999995,0.011960230851821982,0.8288897140735241,0.093794000188991,0.26266098627858425,False
55/17,2,0.08799999999999907,0.005731190080173242,0.8224760501105378,0.1338798126019524,0.2625217631981656,False
22/2383,2,0.14399999999999896,0.03872005115463865,0.8142257888017509,0.053064302713823015,0.2625025356675529,False
61/2408,2,0.12399999999999833,0.01219004054486066,0.8065180474762438,0.1068678618186553,0.2623939874599395,False
88/6731-1,2,0.12599999999999933,0.026186121311759434,0.8136915393868699,0.08320681450020412,0.2622711187997082,False
24/41,2,0.09399999999999832,0.014681383623849976,0.8327550830069018,0.10731729569350795,0.2621884405810645,False
44/740,2,0.12399999999999833,0.009855474374025834,0.7948580992059253,0.11958527566683748,0.2620747123116967,False
89/3076,2,0.11799999999999908,0.020362714014384792,0.8163698204293603,0.09340441496943429,0.2620342373532946,False
k/YiannisKompatsiaris,2,0.09199999999999918,0.017500295158933844,0.8211145852492184,0.11746586734253507,0.26202018693767165,False
96/1046,2,0.14199999999999985,0.006593762372372413,0.7836405125504651,0.1156848597361712,0.26197978366475216,False
36/6789,2,0.09999999999999944,0.00628539172636742,0.8200286543477461,0.12101175335456262,0.2618314498571689,False
26/5371,2,0.09599999999999931,0.008643847668299289,0.8254872231056543,0.11677145528702944,0.2617256315152456,False
86/2663-1,2,0.09999999999999944,0.0037310928031921205,0.8170571010248902,0.12553107225319105,0.2615798165203182,False
66/4610,2,0.08199999999999981,0.006279413433249604,0.8283053174514824,0.1295426190145702,0.2615318374748255,False
78/1102-3,2,0.14599999999999996,0.0007572358515193641,0.7431253745256008,0.1562039727549227,0.26152164578301074,False
08/3399,2,0.09799999999999844,0.006751546877737248,0.8268632389983702,0.1140632207269762,0.26141950165077055,False
181/2702,2,0.06799999999999842,0.0036466255775091374,0.8292284260187973,0.1431947021901153,0.261017438446605,False
77/623,2,0.10199999999999856,0.010256717415056474,0.8217493741716978,0.10949812984092636,0.2608760553569198,False
02/7548,2,0.08399999999999894,0.0036186714285768406,0.8090026094520151,0.1467039417253035,0.2608313056514736,False
36/3184,2,0.09999999999999944,0.0055587568410019085,0.816788027370193,0.12030203748371222,0.26066220542372665,False
d/SajalKDas,2,0.1219999999999992,0.022029499825587995,0.8133950369857524,0.08432972779285329,0.2604385661510482,False
37/4556,2,0.08799999999999907,0.0049134338318530145,0.8204506193259087,0.12810468349092835,0.26036718416217225,False
65/10574,2,0.10199999999999856,0.0060834634427289706,0.8208428329778628,0.11238757176382219,0.26032846704610313,False
53/3245-1,2,0.09799999999999844,0.0038161514726638827,0.811148660925179,0.12743660888217936,0.2601003553200052,False
74/2101,2,0.07799999999999968,0.0038771185851075936,0.8262205278158198,0.1320857790745816,0.26004585636887717,False
08/1924,2,0.2019999999999999,0.046489012037475574,0.7685580498553917,0.022930946345131462,0.25999450205949964,False
l/LinXuemin,2,0.1219999999999992,0.005634432886097098,0.8141663931137615,0.09811314385580502,0.2599784924639157,False
54/2865,2,0.1219999999999992,0.009261489219359046,0.8282745825602967,0.08028417298289149,0.25995506119063666,False
95/6808,2,0.08399999999999894,0.005547670237753016,0.8301227222015618,0.12010037686720906,0.2599426923266307,False
69/6765,2,0.07599999999999868,0.0040086421822415974,0.8179552949798462,0.14157202489819434,0.2598839905150702,False
00/6381-1,2,0.08599999999999992,0.005021462796440269,0.8282131196200654,0.11973483716859579,0.25974235489627534,False
68/3428,2,0.1339999999999996,0.009864945024464335,0.8002150923104498,0.0939879482024471,0.2595169963843402,False
85/5580,2,0.09599999999999931,0.00967840798510708,0.8216586299554608,0.11052612373674305,0.25946579041932755,False
97/6785,2,0.10999999999999883,0.04485327619927599,0.8089146584526182,0.07407351494719994,0.2594603623997732,False
43/5611,2,0.09399999999999832,0.012781654476935073,0.8265264561039731,0.10450350949117641,0.25945290501802076,False
p/WitoldPedrycz,2,0.10399999999999958,0.020992528589146988,0.8165191308800936,0.09616167423483807,0.25941833342601955,False
51/4299,2,0.09199999999999918,0.014541874040552684,0.8232343721187535,0.10778963590612303,0.2593914705163571,False
20/3535,2,0.07799999999999968,0.00243784409951727,0.8179552949798462,0.13910877254005527,0.2593754779048546,False
w/RaymondChiWingWong,2,0.1319999999999986,0.024032152494913722,0.7942076424962641,0.08691522585645968,0.259288755211909,False
71/6948,2,0.12599999999999933,0.0110470332553097,0.8039618224383217,0.0960839928618246,0.25927321213886384,False
69/4450,2,0.08799999999999907,0.004275474578969198,0.818345125930271,0.12646220332627156,0.2592707009588777,False
42/5953,2,0.07399999999999955,0.003918041490106968,0.8129210823409446,0.14602981895513187,0.25921723569654576,False
73/7781,2,0.08799999999999907,0.0015953533782445673,0.800129041508352,0.1468129228190426,0.25913432942640957,False
30/4265,2,0.09799999999999844,0.002694530432892712,0.8002150923104498,0.13548908499607545,0.2590996769348541,False
180/8218,2,0.1219999999999992,0.009385020989377626,0.8059356609019026,0.09871499556553162,0.2590089193642027,False
15/3548,2,0.07599999999999868,0.005160396609429267,0.8240549320732427,0.13059681520621735,0.25895303597222197,False
86/1369,2,0.16199999999999862,0.013017635850586217,0.7921782951238556,0.06861532504614455,0.25895281400514625,False
31/6932,2,0.08599999999999992,0.007723159459036174,0.8140179417985558,0.12681838342030083,0.2586398711694732,False
02/10377,2,0.08599999999999992,0.011461327038856085,0.8301535944066346,0.10679981273091636,0.25860368354410174,False
98/3428,2,0.08399999999999894,0.004819898602564062,0.8176856295102385,0.1277382112062123,0.25856093482975345,False
43/4720,2,0.08599999999999992,0.017752056312162725,0.8261287934863064,0.10425581749250246,0.2585341668227429,False
15/1777,2,0.10599999999999869,0.010414792400638919,0.8078607361297094,0.1096897220964004,0.25849131265668684,False
22/3510,2,0.09799999999999844,0.006027660540531329,0.811709090909091,0.11794590841486377,0.25842066496612115,False
34/4445,2,0.11199999999999982,0.014447167576879855,0.8192461555400594,0.08779371184109076,0.25837175873950746,False
46/2974,2,0.07399999999999955,0.004147628584543063,0.8325687217932938,0.12270707746316385,0.25835585696025004,False
c/WeiChen1,2,0.08999999999999819,0.006113122189728566,0.8102947582401626,0.1266434606611506,0.25826283527276,False
38/1956,2,0.08999999999999819,0.014569697084073227,0.8177155835592351,0.11065381348524425,0.2582347735321377,False
72/3380,2,0.1599999999999995,0.016179769131226762,0.7849632521011358,0.07171088680915211,0.25821347701037856,False
36/5574,2,0.08999999999999819,0.004901184945252284,0.8234165775203808,0.11405794314254011,0.2580939264020428,False
92/2443,2,0.08599999999999992,0.009605353164442599,0.8313903683563635,0.10490554355524226,0.25797531626901204,False
l/BingLiu1,2,0.09599999999999931,0.014832714503513898,0.8322583050594683,0.0887670860343175,0.25796452639932477,False
x/JianliangXu,2,0.1379999999999997,0.016831509700401648,0.7996131250895545,0.07725119959860063,0.2579239585971391,False
87/3633,2,0.09599999999999931,0.008152668901556425,0.8191860251752359,0.1081734696499754,0.25787804093169175,False
27/2098,2,0.12799999999999845,0.019393064499881527,0.811738608676679,0.07219980578111831,0.2578328697394193,False
136/5491,2,0.09199999999999918,0.0018411238894392454,0.7984404621382838,0.13892810284799562,0.25780242221892946,False
46/2311-1,2,0.09799999999999844,0.004511114790343565,0.8017959770114942,0.1265704466072164,0.2577193846022632,False
